断梗飘蓬,duan,peng
笃实好学,du,xue
笃新怠旧,du,jiu
笃信好学,du,xue
笃学不倦,du,juan
笃学好古,du,gu
笃志好学,du,xue
赌彩一掷,du,zhi
赌长较短,du,duan
赌神发咒,du,zhou
赌誓发原,du,yuan
赌誓发愿,du,yuan
赌物思人,du,ren
赌咒发誓,du,shi
睹景伤情,du,qing
睹始知终,du,zhong
睹微知著,du,zhu
睹物伤情,du,qing
睹物思人,du,ren
睹物兴情,du,qing
睹著知微,du,wei
睹着知微,du,wei
妒贤疾能,du,neng
妒贤嫉能,du,neng
杜弊清源,du,yuan
杜断房谋,du,mou
杜耳恶闻,du,wen
杜渐除微,du,wei
杜渐防萌,du,meng
杜渐防微,du,wei
杜鹃啼血,du,xue
杜绝后患,du,huan
杜绝人事,du,shi
杜绝言路,du,lu
杜口裹足,du,zu
杜口结舌,du,she
杜口绝言,du,yan
杜口吞声,du,sheng
杜口无言,du,yan
杜门不出,du,chu
杜门晦迹,du,ji
杜门绝迹,du,ji
断梗飘萍,duan,ping
断怪除妖,duan,yao
断管残沈,duan,shen
断管残渖,duan,shen
断圭碎璧,duan,bi
断珪缺璧,duan,bi
断鹤续凫,duan,fu
断还归宗,duan,zong
断齑画粥,duan,zhou
断齑块粥,duan,zhou
断缣尺楮,duan,chu
断缣寸纸,duan,zhi
断缣零璧,duan,bi
断简残编,duan,bian
断简遗编,duan,bian
断蛟刺虎,duan,hu
断金零粉,duan,fen
断井颓垣,duan,yuan
断决如流,duan,liu
断烂朝报,duan,bao
断墨残楮,duan,chu
断木掘地,duan,di
断无此理,duan,li
断线风筝,duan,zheng
断线偶戏,duan,xi
断线鹞子,duan,zi
断香零玉,duan,yu
断袖余桃,duan,tao
断袖之宠,duan,chong
断袖之癖,duan,pi
断雁孤鸿,duan,hong
断羽绝鳞,duan,lin
断雨残云,duan,yun
断垣残壁,duan,bi
断章截句,duan,ju
断章取义,duan,yi
断章取意,duan,yi
断章摘句,duan,ju
断织劝学,duan,xue
断织之诫,duan,jie
断纸馀墨,duan,mo
断杼择邻,duan,lin
断子绝孙,duan,sun
断手续玉,duan,yu
堆案盈几,dui,ji
堆积如山,dui,shan
堆金迭玉,dui,yu
堆金叠玉,dui,yu
堆金积玉,dui,yu
堆山积海,dui,hai
对薄公堂,dui,tang
对簿公堂,dui,tang
对床风雨,dui,yu
对床夜雨,dui,yu
对床夜语,dui,yu
对答如流,dui,liu
对景挂画,dui,hua
对景伤情,dui,qing
对酒当歌,dui,ge
对客挥毫,dui,hao
对牛弹琴,dui,qin
对牛鼓簧,dui,huang
对头冤家,dui,jia
对证下药,dui,yao
对症发药,dui,yao
对症下药,dui,yao
对症之药,dui,yao
敦本务实,dun,shi
敦风厉俗,dun,su
敦默寡言,dun,yan
敦诗说礼,dun,li
敦世厉俗,dun,su
钝口拙腮,dun,sai
钝学累功,dun,gong
顿挫抑扬,dun,yang
顿腹之言,dun,yan
顿纲振纪,dun,ji
顿脚捶胸,dun,xiong
顿开茅塞,dun,se
顿口无言,dun,yan
顿口拙腮,dun,sai
顿首再拜,dun,bai
顿学累功,dun,gong
顿足不前,dun,qian
顿足捶胸,dun,xiong
顿足搥胸,dun,xiong
顿足搓手,dun,shou
顿足捩耳,dun,er
顿足失色,dun,se
顿足椎胸,dun,xiong
遁迹藏名,dun,ming
遁迹方外,dun,wai
遁迹黄冠,dun,guan
遁迹空门,dun,men
遁迹匿影,dun,ying
遁迹潜形,dun,xing
遁迹桑门,dun,men
遁迹销声,dun,sheng
遁名改作,dun,zuo
遁名匿迹,dun,ji
遁入空门,dun,men
遁身远迹,dun,ji
遁世长往,dun,wang
遁世绝俗,dun,su
遁世离群,dun,qun
遁世离俗,dun,su
遁世无闷,dun,men
遁世遗荣,dun,rong
遁世隐居,dun,ju
遁世幽居,dun,ju
遁俗无闷,dun,men
遁天倍情,dun,qing
遁天妄行,dun,xing
遁天之刑,dun,xing
遁形远世,dun,shi
遁逸无闷,dun,men
遁阴匿景,dun,jing
多才多艺,duo,yi
多材多艺,duo,yi
多财善贾,duo,gu
多藏厚亡,duo,wang
多愁多病,duo,bing
多愁善病,duo,bing
多愁善感,duo,gan
多此一举,duo,ju
多端寡要,duo,yao
多多益办,duo,ban
多多益善,duo,shan
多方百计,duo,ji
多故之秋,duo,qiu
多管闲事,duo,shi
多见广识,duo,shi
多口阿师,duo,shi
多快好省,duo,sheng
多历年稔,duo,ren
多历年所,duo,suo
多谋善断,duo,duan
多谋善虑,duo,lu
多难兴邦,duo,bang
多能多艺,duo,yi
多歧亡羊,duo,yang
多钱善贾,duo,gu
多情多感,duo,gan
多情多义,duo,yi
多情善感,duo,gan
多如牛毛,duo,mao
多事之秋,duo,qiu
多收并畜,duo,chu
多文强记,duo,ji
多文为富,duo,fu
多闻强记,duo,ji
多闻阙疑,duo,yi
多行不义必自毙,duo,bi
多凶少吉,duo,ji
多许少与,duo,yu
多言多语,duo,yu
多言繁称,duo,cheng
多言或中,duo,zhong
多言数穷,duo,qiong
多一事不如少一事,duo,shi
多一事不如省一事,duo,shi
多艺多才,duo,cai
多鱼之漏,duo,lou
多灾多难,duo,nan
多嘴多舌,duo,she
多嘴献浅,duo,qian
咄咄逼人,duo,ren
咄咄怪事,duo,shi
咄咄书空,duo,kong
咄嗟便办,duo,ban
咄嗟叱咤,duo,zha
咄嗟立办,duo,ban
咄嗟之间,duo,jian
夺眶而出,duo,chu
夺其谈经,duo,jing
夺人所好,duo,hao
夺胎换骨,duo,gu
夺席谈经,duo,jing
掇菁撷华,duo,hua
掇青拾紫,duo,zi
掇拾章句,duo,ju
掇臀捧屁,duo,pi
朵颐大嚼,duo,jiao
躲躲闪闪,duo,shan
堕溷飘茵,duo,yin
堕云雾中,duo,zhong
堕甑不顾,duo,gu
屙金溺银,e,yin
讹以传讹,e,e
讹以滋讹,e,e
峨峨汤汤,e,shang
峨峨洋洋,e,yang
峨冠博带,e,dai
鹅湖之会,e,hui
鹅毛大雪,e,xue
鹅王择乳,e,ru
鹅行鸭步,e,bu
蛾眉螓首,e,shou
额蹙心痛,e,tong
额手称庆,e,qing
额手称颂,e,song
额手相庆,e,qing
额首称庆,e,qing
额外主事,e,shi
婀娜多姿,e,zi
扼襟控咽,e,yan
扼亢拊背,e,bei
扼吭拊背,e,bei
扼腕长叹,e,tan
扼腕抵掌,e,zhang
扼腕叹息,e,xi
恶叉白赖,e,lai
恶尘无染,e,ran
恶贯满盈,e,ying
恶贯已盈,e,ying
恶虎不食子,e,zi
恶迹昭着,e,zhe
恶积祸盈,e,ying
恶籍盈指,e,zhi
恶声恶气,e,qi
恶事行千里,e,li
恶性循环,e,huan
恶言厉色,e,se
恶言詈辞,e,ci
恶衣恶食,e,shi
恶衣菲食,e,shi
恶衣粝食,e,shi
恶衣蔬食,e,shi
恶意中伤,e,shang
恶有恶报,e,bao
恶语伤人,e,ren
恶语相加,e,jia
恶语中伤,e,shang
恶直丑正,e,zheng
恶作剧,e,ju
恶不去善,wu,shan
恶恶从短,wu,duan
恶居下流,wu,liu
恶湿居下,wu,xia
恶紫夺朱,wu,zhu
恶醉强酒,wu,jiu
饿莩载道,e,dao
饿虎饥鹰,e,ying
饿虎扑食,e,shi
饿虎扑羊,e,yang
恩若再生,en,sheng
恩山义海,en,hai
恩深义重,en,zhong
恩甚怨生,en,sheng
恩同父母,en,mu
恩同山岳,en,yue
恩同再造,en,zao
恩威并行,en,xing
恩威并用,en,yong
恩威并重,en,zhong
恩有重报,en,bao
恩逾慈母,en,mu
恩怨分明,en,ming
恩重如山,en,shan
恩重泰山,en,shan
儿女成行,er,hang
儿女亲家,er,jia
儿女情长,er,chang
儿女心肠,er,chang
儿女之情,er,qing
而今而后,er,hou
而立之年,er,nian
尔汝之交,er,jiao
尔诈我虞,er,yu
耳报神,e,shen
耳顺之年,er,nian
耳边风,er,feng
耳鬓斯磨,er,mo
耳鬓厮磨,er,mo
耳鬓撕磨,er,mo
耳聪目明,er,ming
耳根清净,er,jing
耳红面赤,er,chi
耳后生风,er,feng
耳满鼻满,er,man
耳目闭塞,er,sai
耳目股肱,er,gong
耳目一新,er,xin
耳目昭彰,er,zhang
耳目众多,er,duo
耳旁风,er,feng
耳濡目染,er,ran
耳软心活,er,huo
耳食之论,er,lun
耳食之谈,er,tan
耳食之言,er,yan
耳视目食,er,shi
耳视目听,er,ting
耳熟能详,er,xiang
耳提面命,er,ming
耳听八方,er,fang
耳听心受,er,shou
耳闻不如面见,er,jian
耳闻不如目见,er,jian
耳闻目睹,er,du
耳闻目击,er,ji
耳闻目见,er,jian
耳闻是虚，眼观为实,er,shi
耳闻则诵,er,song
迩安远至,er,zhi
二八佳人,er,ren
二把刀,er,dao
二分明月,er,yue
二缶钟惑,er,huo
二缶锺惑,er,huo
二虎相斗，必有一伤,er,shang
二话不说,er,shuo
二惠竞爽,er,shuang
二龙戏珠,er,zhu
二满三平,er,ping
二人同心，其利断金,er,jin
二三君子,er,zi
二三其德,er,de
二三其意,er,yi
二竖为虐,er,nue
二桃杀三士,er,shi
二童一马,er,ma
饿虎擒羊,e,yang
饿虎吞羊,e,yang
饿虎之蹊,e,xi
饿殍遍野,e,ye
饿殍满道,e,dao
饿殍载道,e,dao
饿殍枕藉,e,ji
饿死事小，失节事大,e,da
遏恶扬善,e,shan
遏渐防萌,e,meng
遏密八音,e,yin
遏云绕梁,e,liang
搤臂啮指,e,zhi
噩噩浑浑,e,hun
鳄鱼眼泪,e,lei
恩不放债,en,zhai
恩德如山,en,shan
恩断义绝,en,jue
恩恩相报,en,bao
恩将仇报,en,bao
恩荣并济,en,ji
二心两意,er,yi
二心三意,er,yi
二姓之好,er,hao
二一添作五,er,wu
二者不可得兼,er,jian
发短心长,fa,chang
发怒穿冠,fa,guan
发秃齿豁,fa,huo
发引千钧,fa,jun
发踊冲冠,fa,guan
发植穿冠,fa,guan
发指眦裂,fa,lie
发财致富,fa,fu
发策决科,fa,ke
发凡起例,fa,li
发奋图强,fa,qiang
发愤图强,fa,qiang
发愤忘食,fa,shi
发号施令,fa,ling
发昏章第十一,fa,yi
发家致富,fa,fu
发奸擿伏,fa,fu
发科打诨,fa,hun
发聋振聩,fa,kui
发蒙解缚,fa,fu
发蒙解惑,fa,huo
发蒙振聩,fa,kui
发蒙振落,fa,luo
发怒冲冠,fa,guan
发人深思,fa,si
发上冲冠,fa,guan
发上指冠,fa,guan
发棠之请,fa,qing
发屋求狸,fa,li
发宪布令,fa,ling
发硎新试,fa,shi
发言盈庭,fa,ting
发扬踔厉,fa,li
发扬蹈厉,fa,li
发扬光大,fa,da
发隐擿伏,fa,fu
发政施仁,fa,ren
发综指示,fa,shi
发踪指使,fa,shi
发踪指示,fa,shi
发纵指使,fa,shi
发纵指示,fa,shi
伐冰之家,fa,jia
伐功矜能,fa,neng
伐毛换髓,fa,sui
伐毛洗髓,fa,sui
伐性之斧,fa,fu
伐异党同,fa,tong
伐罪吊民,fa,min
伐罪吊人,fa,ren
罚不当罪,fa,zui
罚不责众,fa,zhong
罚一劝百,fa,bai
法不阿贵,fa,gui
法不传六耳,fa,er
法不徇情,fa,qing
法出多门,fa,men
法出一门,fa,men
法海无边,fa,bian
法家拂士,fa,shi
法灸神针,fa,zhen
法力无边,fa,bian
法轮常转,fa,zhuan
法脉准绳,fa,sheng
法外施仁,fa,ren
法无二门,fa,men
法无可贷,fa,dai
番窠倒臼,fan,jiu
番来覆去,fan,qu
幡然改途,fan,tu
幡然悔悟,fan,wu
翻肠搅肚,fan,du
翻复无常,fan,chang
翻黄倒皁,fan,yi
翻黄倒皂,fan,zao
翻江倒海,fan,hai
翻江搅海,fan,hai
翻空出奇,fan,qi
翻来覆去,fan,qu
翻然改进,fan,jin
翻然改图,fan,tu
翻然悔悟,fan,wu
翻山越岭,fan,ling
翻手为云，覆手为雨,fan,yu
翻手云覆手雨,fan,yu
翻天覆地,fan,di
翻天作地,fan,di
翻箱倒柜,fan,gui
翻箱倒箧,fan,qie
翻云覆雨,fan,yu
凡才浅识,fan,shi
凡夫肉眼,fan,yan
凡夫俗子,fan,zi
凡偶近器,fan,qi
凡事预则立，不预则废,fan,fei
凡胎肉眼,fan,yan
凡胎浊骨,fan,gu
凡胎浊体,fan,ti
凡桃俗李,fan,li
烦文缛礼,fan,li
烦言碎辞,fan,yu
燔书阬儒,fan,ru
燔书坑儒,fan,ru
繁花似锦,fan,jin
繁华损枝,fan,zhi
繁荣昌盛,fan,sheng
繁荣富强,fan,qiang
繁荣兴旺,fan,wang
繁文末节,fan,jie
繁文缛节,fan,jie
繁弦急管,fan,guan
繁刑重赋,fan,fu
繁征博引,fan,yin
繁枝细节,fan,jie
反败为胜,fan,sheng
反哺之情,fan,qing
反哺之私,fan,si
反唇相讥,fan,ji
反唇相稽,fan,ji
反风灭火,fan,huo
反复推敲,fan,qiao
反复无常,fan,chang
反覆无常,fan,chang
反戈相向,fan,xiang
反戈一击,fan,ji
反攻倒算,fan,suan
反躬自省,fan,xing
反躬自问,fan,wen
反躬自责,fan,ze
反间之计,fan,ji
反骄破满,fan,man
反经合道,fan,dao
反经合义,fan,yi
反经行权,fan,quan
反客为主,fan,zhu
反劳为逸,fan,yi
反老还童,fan,tong
反面教员,fan,yuan
反面文章,fan,zhang
反面无情,fan,qing
反目成仇,fan,chou
反璞归真,fan,zhen
反朴归真,fan,zhen
反朴还淳,fan,chun
反其道而行之,fan,zhi
反求诸己,fan,ji
反裘负刍,fan,chu
反裘负薪,fan,xin
反裘伤皮,fan,pi
反身自问,fan,wen
反手可得,fan,de
反水不收,fan,shou
反听内视,fan,shi
反听收视,fan,shi
反眼不识,fan,shi
反正拨乱,fan,luan
反正还淳,fan,chun
反治其身,fan,shen
反脸无情,fan,qing
返本朝元,fan,yuan
返本还元,fan,yuan
返本还原,fan,yuan
返本还源,fan,yuan
返哺之恩,fan,en
返观内视,fan,shi
返观内照,fan,zhao
返来复去,fan,qu
返老归童,fan,tong
返老还童,fan,tong
返辔收帆,fan,fan
返璞归真,fan,zhen
返朴归真,fan,zhen
返朴还淳,fan,chun
返朴还真,fan,zhen
返视内照,fan,zhao
返我初服,fan,fu
返邪归正,fan,zheng
返虚入浑,fan,hun
返照回光,fan,guang
犯而不校,fan,jiao
犯而勿校,fan,xiao
犯上作乱,fan,luan
犯言直谏,fan,jian
犯颜极谏,fan,jian
犯颜苦谏,fan,jian
泛泛而谈,fan,tan
泛泛之交,fan,jiao
泛泛之人,fan,ren
泛泛之谈,fan,tan
泛浩摩苍,fan,cang
泛滥成灾,fan,zai
泛萍浮梗,fan,geng
泛应曲当,fan,dang
泛宅浮家,fan,jia
饭坑酒囊,fan,nang
饭来开口,fan,kou
饭来张口,fan,kou
饭粝茹蔬,fan,shu
饭囊酒瓮,fan,weng
饭囊酒甕,fan,weng
饭囊衣架,fan,jia
饭牛屠狗,fan,gou
饭糗茹草,fan,cao
饭蔬饮水,fan,shui
范水模山,fan,shan
范张鸡黍,fan,shu
贩夫贩妇,fan,fu
贩夫俗子,fan,zi
贩夫皁隶,fan,li
贩夫皂隶,fan,li
贩夫驺卒,fan,zu
贩夫走卒,fan,fu
贩官鬻爵,fan,jue
贩贱卖贵,fan,gui
贩交买名,fan,ming
梵册贝叶,fan,ye
方便之门,fang,men
方骖并路,fang,lu
方寸不乱,fang,luan
方寸万重,fang,chong
方寸已乱,fang,luan
方寸之地,fang,di
方底圆盖,fang,gai
方来未艾,fang,ai
方领矩步,fang,bu
方领圆冠,fang,guan
方面大耳,fang,er
方枘圆凿,fang,zao
方枘圜凿,fang,zao
方桃譬李,fang,li
方头不劣,fang,lie
方头不律,fang,lu
方外之人,fang,ren
方兴未艾,fang,ai
方兴未已,fang,yi
方言矩行,fang,xing
方以类聚,fang,ju
方以类聚，物以群分,fang,fen
方员可施,fang,shi
方凿圆枘,fang,rui
方正不阿,fang,e
方趾圆颅,fang,lu
方滋未艾,fang,ai
方足圆颅,fang,lu
芳兰竟体,fang,ti
芳年华月,fang,yue
防不及防,fang,fang
防不胜防,fang,fang
防患未萌,fang,meng
防患未然,fang,ran
防患于未然,fang,ran
防祸于未然,fang,ran
防萌杜渐,fang,jian
防民之口，甚于防川,fang,chuan
防微杜渐,fang,jian
防微杜衅,fang,xin
防微虑远,fang,yuan
防心摄行,fang,xing
防芽遏萌,fang,meng
防意如城,fang,cheng
妨功害能,fang,neng
房谋杜断,fang,duan
鲂鱼赪尾,fang,wei
仿徨失措,bang,cuo
访贫问苦,fang,ku
访亲问友,fang,you
放长线钓大鱼,fang,yu
放辟邪侈,fang,chi
放辟淫侈,fang,chi
放达不羁,fang,ji
放诞不羁,fang,ji
放诞不拘,fang,ju
放诞风流,fang,liu
放荡不羁,fang,ji
放荡形骸,fang,hai
放刁把滥,fang,lan
放刁撒泼,fang,po
放饭流歠,fang,chuo
放歌纵酒,fang,jiu
放虎归山,fang,shan
放虎遗患,fang,huan
放虎自卫,fang,wei
放火烧山,fang,shan
放浪不羁,fang,ji
放浪不拘,fang,ju
放浪无羁,fang,ji
放浪无拘,fang,ju
放浪形骸,fang,hai
放冷箭,fang,jian
放龙入海,fang,hai
放马后炮,fang,pao
放马华阳,fang,yang
放牛归马,fang,ma
放屁添风,fang,feng
放僻邪侈,fang,chi
放僻淫佚,fang,yi
放泼撒豪,fang,hao
放情丘壑,fang,he
放任自流,fang,liu
放下屠刀，立地成佛,fang,fo
放心解体,fang,ti
放心托胆,fang,dan
放言高论,fang,lun
放言遣辞,fang,ci
放眼世界,fang,jie
放意肆志,fang,zhi
放鹰逐犬,fang,quan
放鱼入海,fang,hai
放之四海而皆准,fang,zhun
放诸四海而皆准,fang,zhun
放纵不羁,fang,ji
放纵不拘,fang,ju
放纵驰荡,fang,dang
飞将数奇,fe,ji
飞苍走黄,fei,huang
飞刍挽粒,fei,li
飞刍挽粮,fei,liang
飞刍挽粟,fei,su
飞刍转饷,fei,xiang
飞短流长,fei,chang
飞遁离俗,fei,su
飞遁鸣高,fei,kao
飞蛾赴火,fei,huo
飞蛾赴焰,fei,yan
飞蛾赴烛,fei,zhu
飞蛾扑火,fei,huo
飞蛾投火,fei,huo
飞阁流丹,fei,dan
飞觥献斝,fei,jia
飞觥走斝,fei,jia
飞鸿踏雪,fei,xue
飞鸿雪爪,fei,zhao
飞鸿印雪,fei,xue
飞黄腾达,fei,da
飞黄腾踏,fei,ta
飞来横祸,fei,huo
飞粮挽秣,fei,mo
飞流短长,fei,chang
飞龙乘云,fei,yun
飞龙在天,fei,tian
飞鸾翔凤,fei,feng
飞米转刍,fei,chu
飞谋钓谤,fei,bang
飞谋荐谤,fei,bang
飞鸟惊蛇,fei,she
飞鸟依人,fei,ren
飞蓬乘风,fei,feng
飞蓬随风,fei,feng
飞禽走兽,fei,shou
飞沙扬砾,fei,li
飞沙走砾,fei,li
飞沙走石,fei,shi
飞砂扬砾,fei,li
飞砂转石,fei,shi
飞砂走石,fei,shi
飞觞走斝,fei,jia
飞升腾实,fei,shi
飞声腾实,fei,shi
飞书走檄,fei,xi
飞霜六月,fei,yue
飞土逐害,fei,hai
飞土逐肉,fei,rou
飞文染翰,fei,han
飞熊入梦,fei,meng
飞沿走壁,fei,bi
飞檐走壁,fei,bi
飞檐走脊,fei,ji
飞眼传情,fei,qing
飞殃走祸,fei,huo
飞扬跋扈,fei,hu
飞扬浮躁,fei,zao
飞鹰奔犬,fei,quan
飞鹰走狗,fei,gou
飞鹰走马,fei,ma
飞鹰走犬,fei,quan
飞云掣电,fei,dian
飞灾横祸,fei,huo
飞针走线,fei,xian
飞珠溅玉,fei,yu
非常之谋,fei,mou
非池中物,fei,wu
非此即彼,fei,bi
非分之财,fei,cai
非分之念,fei,nian
非分之想,fei,xiang
非驴非马,fei,ma
非亲非故,fei,gu
非同儿戏,fei,xi
非同小可,fei,ke
非同寻常,fei,chang
非我族类,fei,lei
非昔是今,fei,jin
非异人任,fei,ren
非意相干,fei,gan
非愚则诬,fei,wu
菲食薄衣,fei,yi
蜚短流长,fei,chang
蜚瓦拔木,fei,mu
蜚英腾茂,fei,mao
肥肠满脑,fei,nao
肥冬瘦年,fei,nian
肥遁鸣高,fei,gao
肥遯鸣高,fei,gao
肥甘轻暖,fei,nuan
肥马轻裘,fei,qiu
肥头大耳,fei,er
肥头大面,fei,mian
肥头胖耳,fei,er
肥鱼大肉,fei,rou
匪匪翼翼,fei,yi
匪朝伊夕,fei,xi
匪石匪席,fei,xi
匪石之心,fei,xin
匪伊朝夕,fei,xi
匪夷匪惠,fei,hui
匪夷所思,fei,si
诽谤之木,fei,mu
诽誉在俗,fei,su
悱恻缠绵,fei,mian
斐然成章,fei,zhang
斐然乡风,fei,feng
斐然向风,fei,feng
吠非其主,fei,zhu
吠形吠声,fei,sheng
吠影吠声,fei,sheng
废话连篇,fei,pian
废寝忘餐,fei,can
废寝忘食,fei,shi
废然而反,fei,fan
废然而返,fei,fan
废书而叹,fei,tan
废私立公,fei,gong
废文任武,fei,wu
沸反连天,fei,tian
沸反盈天,fei,tian
沸沸汤汤,fei,tang
沸沸扬扬,fei,yang
沸天震地,fei,di
肺腑之言,fei,yan
肺石风清,fei,qing
费财劳民,fei,min
费尽心机,fei,ji
费力劳心,fei,xin
分内之事,fen,shi
分外妖娆,fen,rao
分崩离析,fen,xi
分别部居,fen,ju
分别门户,fen,hu
分钗断带,fen,dai
分钗劈凤,fen,feng
分钗破镜,fen,jing
分床同梦,fen,meng
分寸之末,fen,mo
分道扬镳,fen,biao
分而治之,fen,zhi
分房减口,fen,kou
分风劈流,fen,liu
分甘共苦,fen,ku
分甘绝少,fen,shao
分甘同苦,fen,ku
分工合作,fen,zuo
分毫不差,fen,cha
分毫不取,fen,qu
分毫不爽,fen,shuang
分毫不值,fen,zhi
分毫无爽,fen,shuang
分毫析厘,fen,li
分花拂柳,fen,liu
分花约柳,fen,liu
分化瓦解,fen,jie
分家析产,fen,chan
分斤掰两,fen,liang
分斤拨两,fen,liang
分金掰两,fen,liang
分进合击,fen,ji
分久必合，合久必分,fen,fen
分居异爨,fen,cuan
分劳赴功,fen,gong
分厘毫丝,fen,si
分路扬镳,fen,biao
分茅赐土,fen,tu
分茅列土,fen,tu
分茅裂土,fen,tu
分茅锡土,fen,tu
分茅胙土,fen,tu
分门别户,fen,hu
分门别类,fen,lei
分秒必争,fen,zheng
分朋引类,fen,lei
分贫振穷,fen,qiong
分情破爱,fen,ai
分三别两,fen,liang
分身减口,fen,kou
分身无术,fen,shu
分守要津,fen,jin
分丝析缕,fen,lu
分条析理,fen,li
分庭伉礼,fen,li
分庭抗礼,fen,li
分文不名,fen,ming
分文不取,fen,qu
分文不直,fen,zhi
分文不值,fen,zhi
分文未取,fen,qu
分我杯羹,fen,geng
分香卖履,fen,lu
分宵达曙,fen,shu
分鞋破镜,fen,jing
分心挂腹,fen,fu
分星拨两,fen,liang
分星擘两,fen,liang
分星劈两,fen,liang
分形共气,fen,qi
分形连气,fen,qi
分形同气,fen,qi
分烟析产,fen,chan
分烟析生,fen,sheng
分章析句,fen,ju
纷纷不一,fen,yi
纷纷籍籍,fen,ji
纷纷攘攘,fen,rang
纷纷扰扰,fen,rao
纷纷扬扬,fen,yang
纷纷洋洋,fen,yang
纷纷拥拥,fen,yong
纷红骇绿,fen,lu
纷乱如麻,fen,ma
纷纭杂沓,fen,ta
纷至沓来,fen,lai
纷至踏来,fen,lai
芬芳馥郁,fen,yu
焚巢荡穴,fen,xue
焚巢捣穴,fen,xue
焚典坑儒,fen,ru
焚符破玺,fen,xi
焚膏继晷,fen,gui
焚骨扬灰,fen,hui
焚枯食淡,fen,dan
焚林而猎,fen,lie
焚林而狩,fen,shou
焚林而田,fen,tian
焚林而田，竭泽而渔,fen,yu
焚林而畋,fen,tian
焚林竭泽,fen,ze
焚琴鬻鹤,fen,he
焚琴煮鹤,fen,he
焚尸扬灰,fen,hui
焚书坑儒,fen,ru
焚薮而田,fen,tian
焚香顶礼,fen,li
焚香礼拜,fen,bai
焚香膜拜,fen,bai
焚香扫地,fen,di
焚舟破釜,fen,fu
粉白黛黑,fen,hei
粉白黛绿,fen,lu
粉白墨黑,fen,hei
粉骨捐躯,fen,qu
粉骨糜躯,fen,qu
粉骨糜身,fen,shen
粉骨碎身,fen,shen
粉面油头,fen,tou
粉面朱唇,fen,chun
粉墨登场,fen,chang
粉身灰骨,fen,gu
粉身碎骨,fen,gu
粉饰太平,fen,ping
粉妆玉砌,fen,qi
粉妆玉琢,fen,zhuo
粉装玉琢,fen,zhuo
奋笔疾书,fen,shu
奋笔直书,fen,shu
奋不顾命,fen,ming
奋不顾身,fen,shen
奋发踔厉,fen,li
奋发蹈厉,fen,li
奋发图强,fen,qiang
奋发有为,fen,wei
奋袂而起,fen,qi
奋起直追,fen,zhui
奋身不顾,fen,gu
奋武扬威,fen,wei
奋勇当先,fen,xian
忿不顾身,fen,shen
忿忿不平,fen,ping
忿火中烧,fen,shao
忿然作色,fen,se
忿世嫉俗,fen,su
愤不顾身,fen,shen
愤不欲生,fen,sheng
愤愤不平,fen,ping
愤风惊浪,fen,lang
愤时疾俗,fen,su
愤世疾俗,fen,su
愤世疾邪,fen,xie
愤世嫉俗,fen,su
粪土不如,fen,ru
丰标不凡,feng,fan
丰草长林,feng,lin
丰度翩翩,feng,pian
丰富多采,feng,cai
丰富多彩,feng,cai
丰功厚利,feng,li
丰功茂德,feng,de
丰功盛烈,feng,lie
丰功硕德,feng,de
丰功伟绩,feng,ji
丰功懿德,feng,de
丰亨豫大,feng,da
丰肌弱骨,feng,gu
丰肌秀骨,feng,gu
丰筋多力,feng,li
丰年稔岁,feng,sui
丰年玉荒年谷,feng,gu
丰墙硗下,feng,xia
丰墙峭阯,feng,zhi
丰墙峭址,feng,zhi
丰取刻与,feng,yu
丰神绰约,feng,yue
丰神异彩,feng,cai
丰屋蔀家,feng,jia
丰屋生灾,feng,zai
丰屋延灾,feng,zai
丰屋之过,feng,guo
丰屋之祸,feng,huo
丰屋之戒,feng,jie
丰衣足食,feng,shi
丰姿绰约,feng,yue
丰姿冶丽,feng,li
风尘肮脏,feng,zang
风兵草甲,feng,jia
风不鸣条,feng,tiao
风餐露宿,feng,su
风车雨马,feng,ma
风车云马,feng,ma
风掣雷行,feng,xing
风尘碌碌,feng,lu
风尘仆仆,feng,pu
风尘之变,feng,bian
风尘之会,feng,hui
风驰草靡,feng,mi
风驰电掣,feng,che
风驰电骋,feng,cheng
风驰电赴,feng,fu
风驰电击,feng,ji
风驰电卷,feng,juan
风驰电逝,feng,shi
风驰霆击,feng,ji
风驰雨骤,feng,zhou
风驰云卷,feng,juan
风驰云走,feng,zou
风吹草动,feng,dong
风吹浪打,feng,da
风吹马耳,feng,er
风吹日晒,feng,shai
风吹雨打,feng,da
风吹云散,feng,san
风从虎，云从龙,feng,long
风刀霜剑,feng,jian
风调雨顺,feng,shun
风度翩翩,feng,pian
风风火火,feng,huo
风风雨雨,feng,yu
风风韵韵,feng,yun
风高放火，月黑杀人,feng,ren
风骨峭峻,feng,jun
风光旖旎,feng,ni
风光月霁,feng,ji
风禾尽起,feng,qi
风和日丽,feng,li
风和日美,feng,mei
风和日暖,feng,nuan
风和日暄,feng,xuan
风虎云龙,feng,long
风花雪夜,feng,ye
风花雪月,feng,yue
风华绝代,feng,dai
风华正茂,feng,mao
风鬟雾鬓,feng,bin
风鬟雨鬓,feng,bin
风回电激,feng,ji
风激电飞,feng,fei
风激电骇,feng,hai
风急浪高,feng,gao
风景不殊,feng,shu
风举云飞,feng,fei
风举云摇,feng,yao
风卷残云,feng,yun
风谲云诡,feng,gui
风口浪尖,feng,jian
风雷火炮,feng,pao
风雷之变,feng,bian
风流才子,feng,zi
风流跌宕,feng,dang
风流千古,feng,gu
